tournament,team,city,suffering
wc2018,South Korea,Volgograd,2.38
wc2018,Spain,Ekaterinburg,0.0
wc2018,Spain,Kaliningrad,0.0
wc2018,Spain,Kazan,0.0
wc2018,Spain,Moscow,0.0
wc2018,Spain,Nizhny Novgorod,0.0
wc2018,Spain,Rostov-on-Don,0.0
wc2018,Spain,Saint Petersburg,0.0
wc2018,Spain,Samara,0.0
wc2018,Spain,Saransk,0.0
wc2018,Spain,Sochi,0.0
wc2018,Spain,Volgograd,0.0
wc2018,Sweden,Ekaterinburg,5.33
wc2018,Sweden,Kaliningrad,4.15
wc2018,Sweden,Kazan,6.74
wc2018,Sweden,Moscow,5.45
wc2018,Sweden,Nizhny Novgorod,5.57
wc2018,Sweden,Rostov-on-Don,11.34
wc2018,Sweden,Saint Petersburg,2.85
wc2018,Sweden,Samara,8.62
wc2018,Sweden,Saransk,6.64
wc2018,Sweden,Sochi,7.68
wc2018,Sweden,Volgograd,12.85
wc2018,Switzerland,Ekaterinburg,3.48
wc2018,Switzerland,Kaliningrad,2.3
wc2018,Switzerland,Kazan,4.89
wc2018,Switzerland,Moscow,3.6
wc2018,Switzerland,Nizhny Novgorod,3.72
wc2018,Switzerland,Rostov-on-Don,9.49
wc2018,Switzerland,Saint Petersburg,1.0
wc2018,Switzerland,Samara,6.77
wc2018,Switzerland,Saransk,4.79
wc2018,Switzerland,Sochi,5.83
wc2018,Switzerland,Volgograd,11.0
wc2018,Tunisia,Ekaterinburg,0.0
wc2018,Tunisia,Kaliningrad,0.0
wc2018,Tunisia,Kazan,0.0
wc2018,Tunisia,Moscow,0.0
wc2018,Tunisia,Nizhny Novgorod,0.0
wc2018,Tunisia,Rostov-on-Don,0.0
wc2018,Tunisia,Saint Petersburg,0.0
wc2018,Tunisia,Samara,0.0
wc2018,Tunisia,Saransk,0.0
wc2018,Tunisia,Sochi,0.0
wc2018,Tunisia,Volgograd,0.0
wc2018,Uruguay,Ekaterinburg,6.8
wc2018,Uruguay,Kaliningrad,5.62
wc2018,Uruguay,Kazan,8.21
wc2018,Uruguay,Moscow,6.91
wc2018,Uruguay,Nizhny Novgorod,7.04
wc2018,Uruguay,Rostov-on-Don,12.81
wc2018,Uruguay,Saint Petersburg,4.32
wc2018,Uruguay,Samara,10.08
wc2018,Uruguay,Saransk,8.11
wc2018,Uruguay,Sochi,9.15
wc2018,Uruguay,Volgograd,14.32
wc2022,Argentina,Al Khor,0.0
wc2022,Argentina,Al Rayyan,0.0
wc2022,Argentina,Al Wakrah,0.0
wc2022,Argentina,Doha,0.0
wc2022,Argentina,Lusail,0.0
wc2022,Australia,Al Khor,0.0
wc2022,Australia,Al Rayyan,0.0
wc2022,Australia,Al Wakrah,0.0
wc2022,Australia,Doha,0.0
wc2022,Australia,Lusail,0.0
wc2022,Belgium,Al Khor,17.47
wc2022,Belgium,Al Rayyan,18.28
wc2022,Belgium,Al Wakrah,18.31
wc2022,Belgium,Doha,18.09
wc2022,Belgium,Lusail,17.91
wc2022,Brazil,Al Khor,0.0
wc2022,Brazil,Al Rayyan,0.0
wc2022,Brazil,Al Wakrah,0.0
wc2022,Brazil,Doha,0.0
wc2022,Brazil,Lusail,0.0
wc2022,Cameroon,Al Khor,0.0
wc2022,Cameroon,Al Rayyan,0.0
wc2022,Cameroon,Al Wakrah,0.0
wc2022,Cameroon,Doha,0.0
wc2022,Cameroon,Lusail,0.0
wc2022,Canada,Al Khor,37.95
wc2022,Canada,Al Rayyan,38.77
wc2022,Canada,Al Wakrah,38.8
wc2022,Canada,Doha,38.58
wc2022,Canada,Lusail,38.4
wc2022,Costa Rica,Al Khor,3.14
wc2022,Costa Rica,Al Rayyan,3.95
wc2022,Costa Rica,Al Wakrah,3.98
wc2022,Costa Rica,Doha,3.76
wc2022,Costa Rica,Lusail,3.58
wc2022,Croatia,Al Khor,18.01
wc2022,Croatia,Al Rayyan,18.82
wc2022,Croatia,Al Wakrah,18.85
wc2022,Croatia,Doha,18.63
wc2022,Croatia,Lusail,18.45
wc2022,Denmark,Al Khor,19.31
wc2022,Denmark,Al Rayyan,20.12
wc2022,Denmark,Al Wakrah,20.15
wc2022,Denmark,Doha,19.93
wc2022,Denmark,Lusail,19.76
wc2022,Ecuador,Al Khor,11.28
wc2022,Ecuador,Al Rayyan,12.09
wc2022,Ecuador,Al Wakrah,12.12
wc2022,Ecuador,Doha,11.9
wc2022,Ecuador,Lusail,11.72
wc2022,England,Al Khor,15.98
wc2022,England,Al Rayyan,16.79
wc2022,England,Al Wakrah,16.82
wc2022,England,Doha,16.6
wc2022,England,Lusail,16.42
wc2022,France,Al Khor,17.09
wc2022,France,Al Rayyan,17.9
wc2022,France,Al Wakrah,17.93
wc2022,France,Doha,17.71
wc2022,France,Lusail,17.54
wc2022,Germany,Al Khor,20.3
wc2022,Germany,Al Rayyan,21.11
wc2022,Germany,Al Wakrah,21.14
wc2022,Germany,Doha,20.92
wc2022,Germany,Lusail,20.74
wc2022,Ghana,Al Khor,0.0
wc2022,Ghana,Al Rayyan,0.0
wc2022,Ghana,Al Wakrah,0.0
wc2022,Ghana,Doha,0.0
wc2022,Ghana,Lusail,0.0
wc2022,Iran,Al Khor,11.8
wc2022,Iran,Al Rayyan,12.61
wc2022,Iran,Al Wakrah,12.64
wc2022,Iran,Doha,12.42
wc2022,Iran,Lusail,12.25
wc2022,Japan,Al Khor,12.36
wc2022,Japan,Al Rayyan,13.17
wc2022,Japan,Al Wakrah,13.21
wc2022,Japan,Doha,12.99
wc2022,Japan,Lusail,12.81
wc2022,Mexico,Al Khor,3.61
wc2022,Mexico,Al Rayyan,4.42
wc2022,Mexico,Al Wakrah,4.45
wc2022,Mexico,Doha,4.23
wc2022,Mexico,Lusail,4.06
wc2022,Morocco,Al Khor,5.05
wc2022,Morocco,Al Rayyan,5.87
wc2022,Morocco,Al Wakrah,5.9
wc2022,Morocco,Doha,5.68
wc2022,Morocco,Lusail,5.5
wc2022,Netherlands,Al Khor,12.81
wc2022,Netherlands,Al Rayyan,13.62
wc2022,Netherlands,Al Wakrah,13.65
wc2022,Netherlands,Doha,13.43
wc2022,Netherlands,Lusail,13.26
wc2022,Poland,Al Khor,20.78
wc2022,Poland,Al Rayyan,21.59
wc2022,Poland,Al Wakrah,21.62
wc2022,Poland,Doha,21.4
wc2022,Poland,Lusail,21.23
wc2022,Portugal,Al Khor,12.73
wc2022,Portugal,Al Rayyan,13.54
wc2022,Portugal,Al Wakrah,13.57
wc2022,Portugal,Doha,13.35
wc2022,Portugal,Lusail,13.17
wc2022,Qatar,Al Khor,0.0
wc2022,Qatar,Al Rayyan,0.28
wc2022,Qatar,Al Wakrah,0.31
wc2022,Qatar,Doha,0.09
wc2022,Qatar,Lusail,0.0
wc2022,Saudi Arabia,Al Khor,2.71
wc2022,Saudi Arabia,Al Rayyan,3.52
wc2022,Saudi Arabia,Al Wakrah,3.56
wc2022,Saudi Arabia,Doha,3.34
wc2022,Saudi Arabia,Lusail,3.16
wc2022,Senegal,Al Khor,0.0
wc2022,Senegal,Al Rayyan,0.0
wc2022,Senegal,Al Wakrah,0.0
wc2022,Senegal,Doha,0.0
wc2022,Senegal,Lusail,0.0
wc2022,Serbia,Al Khor,17.56
wc2022,Serbia,Al Rayyan,18.37
wc2022,Serbia,Al Wakrah,18.41
wc2022,Serbia,Doha,18.19
wc2022,Serbia,Lusail,18.01
wc2022,South Korea,Al Khor,20.02
wc2022,South Korea,Al Rayyan,20.83
wc2022,South Korea,Al Wakrah,20.86
wc2022,South Korea,Doha,20.64
wc2022,South Korea,Lusail,20.46
wc2022,Spain,Al Khor,12.54
wc2022,Spain,Al Rayyan,13.35
wc2022,Spain,Al Wakrah,13.38
wc2022,Spain,Doha,13.16
wc2022,Spain,Lusail,12.99
wc2022,Switzerland,Al Khor,21.0
wc2022,Switzerland,Al Rayyan,21.81
wc2022,Switzerland,Al Wakrah,21.84
wc2022,Switzerland,Doha,21.62
wc2022,Switzerland,Lusail,21.44
wc2022,Tunisia,Al Khor,6.42
wc2022,Tunisia,Al Rayyan,7.23
wc2022,Tunisia,Al Wakrah,7.26
wc2022,Tunisia,Doha,7.04
wc2022,Tunisia,Lusail,6.86
wc2022,United States,Al Khor,15.95
wc2022,United States,Al Rayyan,16.76
wc2022,United States,Al Wakrah,16.8
wc2022,United States,Doha,16.58
wc2022,United States,Lusail,16.4
wc2022,Uruguay,Al Khor,0.0
wc2022,Uruguay,Al Rayyan,0.0
wc2022,Uruguay,Al Wakrah,0.0
wc2022,Uruguay,Doha,0.0
wc2022,Uruguay,Lusail,0.0
wc2022,Wales,Al Khor,15.87
wc2022,Wales,Al Rayyan,16.68
wc2022,Wales,Al Wakrah,16.72
wc2022,Wales,Doha,16.5
wc2022,Wales,Lusail,16.32
euro2016,Albania,Bordeaux,0.0
euro2016,Albania,Lens,0.0
euro2016,Albania,Lyon,0.0
euro2016,Albania,Marseille,0.0
euro2016,Albania,Nice,0.0
euro2016,Albania,Paris,0.0
euro2016,Albania,Saint-Denis,0.0
euro2016,Albania,Saint-Étienne,0.0
euro2016,Albania,Toulouse,0.0
euro2016,Albania,Villeneuve-d'Ascq,0.0
euro2016,Austria,Bordeaux,7.15
euro2016,Austria,Lens,3.14
euro2016,Austria,Lyon,7.75
euro2016,Austria,Marseille,8.5
euro2016,Austria,Nice,7.85
euro2016,Austria,Paris,4.74
euro2016,Austria,Saint-Denis,6.11
euro2016,Austria,Saint-Étienne,5.55
euro2016,Austria,Toulouse,7.99
euro2016,Austria,Villeneuve-d'Ascq,3.13
euro2016,Belgium,Bordeaux,4.09
euro2016,Belgium,Lens,0.08
euro2016,Belgium,Lyon,4.69
euro2016,Belgium,Marseille,5.44
euro2016,Belgium,Nice,4.79
euro2016,Belgium,Paris,1.69
euro2016,Belgium,Saint-Denis,3.05
euro2016,Belgium,Saint-Étienne,2.5
euro2016,Belgium,Toulouse,4.93
euro2016,Belgium,Villeneuve-d'Ascq,0.07
euro2016,Croatia,Bordeaux,0.14
euro2016,Croatia,Lens,0.0
euro2016,Croatia,Lyon,0.74
euro2016,Croatia,Marseille,1.49
euro2016,Croatia,Nice,0.84
euro2016,Croatia,Paris,0.0
euro2016,Croatia,Saint-Denis,0.0
euro2016,Croatia,Saint-Étienne,0.0
euro2016,Croatia,Toulouse,0.98
euro2016,Croatia,Villeneuve-d'Ascq,0.0
euro2016,Czech Republic,Bordeaux,1.52
euro2016,Czech Republic,Lens,0.0
euro2016,Czech Republic,Lyon,2.12
euro2016,Czech Republic,Marseille,2.87
euro2016,Czech Republic,Nice,2.22
euro2016,Czech Republic,Paris,0.0
euro2016,Czech Republic,Saint-Denis,0.48
euro2016,Czech Republic,Saint-Étienne,0.0
euro2016,Czech Republic,Toulouse,2.36
euro2016,Czech Republic,Villeneuve-d'Ascq,0.0
euro2016,England,Bordeaux,4.89
euro2016,England,Lens,0.88
euro2016,England,Lyon,5.49
euro2016,England,Marseille,6.25
euro2016,England,Nice,5.59
euro2016,England,Paris,2.49
euro2016,England,Saint-Denis,3.85
euro2016,England,Saint-Étienne,3.3
euro2016,England,Toulouse,5.73
euro2016,England,Villeneuve-d'Ascq,0.87
euro2016,France,Bordeaux,3.95
euro2016,France,Lens,0.0
euro2016,France,Lyon,4.55
euro2016,France,Marseille,5.3
euro2016,France,Nice,4.64
euro2016,France,Paris,1.54
euro2016,France,Saint-Denis,2.9
euro2016,France,Saint-Étienne,2.35
euro2016,France,Toulouse,4.78
euro2016,France,Villeneuve-d'Ascq,0.0
euro2016,Germany,Bordeaux,4.62
euro2016,Germany,Lens,0.61
euro2016,Germany,Lyon,5.22
euro2016,Germany,Marseille,5.98
euro2016,Germany,Nice,5.32
euro2016,Germany,Paris,2.22
euro2016,Germany,Saint-Denis,3.58
euro2016,Germany,Saint-Étienne,3.03
euro2016,Germany,Toulouse,5.46
euro2016,Germany,Villeneuve-d'Ascq,0.6
euro2016,Hungary,Bordeaux,0.0
euro2016,Hungary,Lens,0.0
euro2016,Hungary,Lyon,0.0
euro2016,Hungary,Marseille,0.0
euro2016,Hungary,Nice,0.0
euro2016,Hungary,Paris,0.0
euro2016,Hungary,Saint-Denis,0.0
euro2016,Hungary,Saint-Étienne,0.0
euro2016,Hungary,Toulouse,0.0
euro2016,Hungary,Villeneuve-d'Ascq,0.0
euro2016,Iceland,Bordeaux,16.92
euro2016,Iceland,Lens,12.91
euro2016,Iceland,Lyon,17.52
euro2016,Iceland,Marseille,18.27
euro2016,Iceland,Nice,17.61
euro2016,Iceland,Paris,14.51
euro2016,Iceland,Saint-Denis,15.88
euro2016,Iceland,Saint-Étienne,15.32
euro2016,Iceland,Toulouse,17.76
euro2016,Iceland,Villeneuve-d'Ascq,12.9
euro2016,Italy,Bordeaux,0.0
euro2016,Italy,Lens,0.0
euro2016,Italy,Lyon,0.0
euro2016,Italy,Marseille,0.53
euro2016,Italy,Nice,0.0
euro2016,Italy,Paris,0.0
euro2016,Italy,Saint-Denis,0.0
euro2016,Italy,Saint-Étienne,0.0
euro2016,Italy,Toulouse,0.02
euro2016,Italy,Villeneuve-d'Ascq,0.0
euro2016,Northern Ireland,Bordeaux,8.65
euro2016,Northern Ireland,Lens,4.64
euro2016,Northern Ireland,Lyon,9.25
euro2016,Northern Ireland,Marseille,10.0
euro2016,Northern Ireland,Nice,9.35
euro2016,Northern Ireland,Paris,6.25
euro2016,Northern Ireland,Saint-Denis,7.61
euro2016,Northern Ireland,Saint-Étienne,7.05
euro2016,Northern Ireland,Toulouse,9.49
euro2016,Northern Ireland,Villeneuve-d'Ascq,4.63
euro2016,Poland,Bordeaux,2.28
euro2016,Poland,Lens,0.0
euro2016,Poland,Lyon,2.88
euro2016,Poland,Marseille,3.63
euro2016,Poland,Nice,2.97
euro2016,Poland,Paris,0.0
euro2016,Poland,Saint-Denis,1.24
euro2016,Poland,Saint-Étienne,0.68
euro2016,Poland,Toulouse,3.12
euro2016,Poland,Villeneuve-d'Ascq,0.0
euro2016,Portugal,Bordeaux,0.0
euro2016,Portugal,Lens,0.0
euro2016,Portugal,Lyon,0.0
euro2016,Portugal,Marseille,0.43
euro2016,Portugal,Nice,0.0
euro2016,Portugal,Paris,0.0
euro2016,Portugal,Saint-Denis,0.0
euro2016,Portugal,Saint-Étienne,0.0
euro2016,Portugal,Toulouse,0.0
euro2016,Portugal,Villeneuve-d'Ascq,0.0
euro2016,Republic of Ireland,Bordeaux,7.76
euro2016,Republic of Ireland,Lens,3.75
euro2016,Republic of Ireland,Lyon,8.36
euro2016,Republic of Ireland,Marseille,9.11
euro2016,Republic of Ireland,Nice,8.45
euro2016,Republic of Ireland,Paris,5.35
euro2016,Republic of Ireland,Saint-Denis,6.71
euro2016,Republic of Ireland,Saint-Étienne,6.16
euro2016,Republic of Ireland,Toulouse,8.59
euro2016,Republic of Ireland,Villeneuve-d'Ascq,3.74
euro2016,Romania,Bordeaux,2.05
euro2016,Romania,Lens,0.0
euro2016,Romania,Lyon,2.65
euro2016,Romania,Marseille,3.41
euro2016,Romania,Nice,2.75
euro2016,Romania,Paris,0.0
euro2016,Romania,Saint-Denis,1.01
euro2016,Romania,Saint-Étienne,0.46
euro2016,Romania,Toulouse,2.89
euro2016,Romania,Villeneuve-d'Ascq,0.0
euro2016,Russia,Bordeaux,3.39
euro2016,Russia,Lens,0.0
euro2016,Russia,Lyon,3.99
euro2016,Russia,Marseille,4.75
euro2016,Russia,Nice,4.09
euro2016,Russia,Paris,0.99
euro2016,Russia,Saint-Denis,2.35
euro2016,Russia,Saint-Étienne,1.8
euro2016,Russia,Toulouse,4.23
euro2016,Russia,Villeneuve-d'Ascq,0.0
euro2016,Slovakia,Bordeaux,7.39
euro2016,Slovakia,Lens,3.37
euro2016,Slovakia,Lyon,7.99
euro2016,Slovakia,Marseille,8.74
euro2016,Slovakia,Nice,8.08
euro2016,Slovakia,Paris,4.98
euro2016,Slovakia,Saint-Denis,6.34
euro2016,Slovakia,Saint-Étienne,5.79
euro2016,Slovakia,Toulouse,8.22
euro2016,Slovakia,Villeneuve-d'Ascq,3.37
euro2016,Spain,Bordeaux,0.0
euro2016,Spain,Lens,0.0
euro2016,Spain,Lyon,0.0
euro2016,Spain,Marseille,0.0
euro2016,Spain,Nice,0.0
euro2016,Spain,Paris,0.0
euro2016,Spain,Saint-Denis,0.0
euro2016,Spain,Saint-Étienne,0.0
euro2016,Spain,Toulouse,0.0
euro2016,Spain,Villeneuve-d'Ascq,0.0
euro2016,Sweden,Bordeaux,7.89
euro2016,Sweden,Lens,3.88
euro2016,Sweden,Lyon,8.49
euro2016,Sweden,Marseille,9.24
euro2016,Sweden,Nice,8.59
euro2016,Sweden,Paris,5.49
euro2016,Sweden,Saint-Denis,6.85
euro2016,Sweden,Saint-Étienne,6.29
euro2016,Sweden,Toulouse,8.73
euro2016,Sweden,Villeneuve-d'Ascq,3.87
euro2016,Switzerland,Bordeaux,6.24
euro2016,Switzerland,Lens,2.23
euro2016,Switzerland,Lyon,6.84
euro2016,Switzerland,Marseille,7.59
euro2016,Switzerland,Nice,6.94
euro2016,Switzerland,Paris,3.84
euro2016,Switzerland,Saint-Denis,5.2
euro2016,Switzerland,Saint-Étienne,4.65
euro2016,Switzerland,Toulouse,7.08
euro2016,Switzerland,Villeneuve-d'Ascq,2.22
euro2016,Turkey,Bordeaux,0.0
euro2016,Turkey,Lens,0.0
euro2016,Turkey,Lyon,0.0
euro2016,Turkey,Marseille,0.0
euro2016,Turkey,Nice,0.0
euro2016,Turkey,Paris,0.0
euro2016,Turkey,Saint-Denis,0.0
euro2016,Turkey,Saint-Étienne,0.0
euro2016,Turkey,Toulouse,0.0
euro2016,Turkey,Villeneuve-d'Ascq,0.0
euro2016,Ukraine,Bordeaux,0.0
euro2016,Ukraine,Lens,0.0
euro2016,Ukraine,Lyon,0.14
euro2016,Ukraine,Marseille,0.9
euro2016,Ukraine,Nice,0.24
euro2016,Ukraine,Paris,0.0
euro2016,Ukraine,Saint-Denis,0.0
euro2016,Ukraine,Saint-Étienne,0.0
euro2016,Ukraine,Toulouse,0.38
euro2016,Ukraine,Villeneuve-d'Ascq,0.0
euro2016,Wales,Bordeaux,6.96
euro2016,Wales,Lens,2.95
euro2016,Wales,Lyon,7.56
euro2016,Wales,Marseille,8.32
euro2016,Wales,Nice,7.66
euro2016,Wales,Paris,4.56
euro2016,Wales,Saint-Denis,5.92
euro2016,Wales,Saint-Étienne,5.37
euro2016,Wales,Toulouse,7.8
euro2016,Wales,Villeneuve-d'Ascq,2.94
euro2020,Austria,Amsterdam,1.31
euro2020,Austria,Baku,10.27
euro2020,Austria,Bucharest,8.89
euro2020,Austria,Budapest,8.08
euro2020,Austria,Cardiff,0.21
euro2020,Austria,Copenhagen,0.95
euro2020,Austria,Glasgow,0.0
euro2020,Austria,London,2.25
euro2020,Austria,Munich,3.75
euro2020,Austria,Rome,11.06
euro2020,Austria,Saint Petersburg,1.38
euro2020,Austria,Seville,15.5
euro2020,Belgium,Amsterdam,0.0
euro2020,Belgium,Baku,7.46
euro2020,Belgium,Bucharest,6.08
euro2020,Belgium,Budapest,5.27
euro2020,Belgium,Cardiff,0.0
euro2020,Belgium,Copenhagen,0.0
euro2020,Belgium,Glasgow,0.0
euro2020,Belgium,London,0.0
euro2020,Belgium,Munich,0.94
euro2020,Belgium,Rome,8.25
euro2020,Belgium,Saint Petersburg,0.0
euro2020,Belgium,Seville,12.69
euro2020,Croatia,Amsterdam,0.0
euro2020,Croatia,Baku,2.9
euro2020,Croatia,Bucharest,1.52
euro2020,Croatia,Budapest,0.71
euro2020,Croatia,Cardiff,0.0
euro2020,Croatia,Copenhagen,0.0
euro2020,Croatia,Glasgow,0.0
euro2020,Croatia,London,0.0
euro2020,Croatia,Munich,0.0
euro2020,Croatia,Rome,3.69
euro2020,Croatia,Saint Petersburg,0.0
euro2020,Croatia,Seville,8.13
euro2020,Czech Republic,Amsterdam,0.0
euro2020,Czech Republic,Baku,4.63
euro2020,Czech Republic,Bucharest,3.25
euro2020,Czech Republic,Budapest,2.44
euro2020,Czech Republic,Cardiff,0.0
euro2020,Czech Republic,Copenhagen,0.0
euro2020,Czech Republic,Glasgow,0.0
euro2020,Czech Republic,London,0.0
euro2020,Czech Republic,Munich,0.0
euro2020,Czech Republic,Rome,5.42
euro2020,Czech Republic,Saint Petersburg,0.0
euro2020,Czech Republic,Seville,9.86
euro2020,Denmark,Amsterdam,1.14
euro2020,Denmark,Baku,10.1
euro2020,Denmark,Bucharest,8.72
euro2020,Denmark,Budapest,7.91
euro2020,Denmark,Cardiff,0.04
euro2020,Denmark,Copenhagen,0.78
euro2020,Denmark,Glasgow,0.0
euro2020,Denmark,London,2.08
euro2020,Denmark,Munich,3.58
euro2020,Denmark,Rome,10.89
euro2020,Denmark,Saint Petersburg,1.21
euro2020,Denmark,Seville,15.33
euro2020,England,Amsterdam,0.0
euro2020,England,Baku,8.02
euro2020,England,Bucharest,6.64
euro2020,England,Budapest,5.83
euro2020,England,Cardiff,0.0
euro2020,England,Copenhagen,0.0
euro2020,England,Glasgow,0.0
euro2020,England,London,0.0
euro2020,England,Munich,1.5
euro2020,England,Rome,8.81
euro2020,England,Saint Petersburg,0.0
euro2020,England,Seville,13.25
euro2020,Finland,Amsterdam,1.74
euro2020,Finland,Baku,10.7
euro2020,Finland,Bucharest,9.32
euro2020,Finland,Budapest,8.51
euro2020,Finland,Cardiff,0.64
euro2020,Finland,Copenhagen,1.38
euro2020,Finland,Glasgow,0.0
euro2020,Finland,London,2.68
euro2020,Finland,Munich,4.18
euro2020,Finland,Rome,11.49
euro2020,Finland,Saint Petersburg,1.81
euro2020,Finland,Seville,15.93
euro2020,France,Amsterdam,0.0
euro2020,France,Baku,7.04
euro2020,France,Bucharest,5.65
euro2020,France,Budapest,4.85
euro2020,France,Cardiff,0.0
euro2020,France,Copenhagen,0.0
euro2020,France,Glasgow,0.0
euro2020,France,London,0.0
euro2020,France,Munich,0.52
euro2020,France,Rome,7.83
euro2020,France,Saint Petersburg,0.0
euro2020,France,Seville,12.27
euro2020,Germany,Amsterdam,0.0
euro2020,Germany,Baku,8.09
euro2020,Germany,Bucharest,6.7
euro2020,Germany,Budapest,5.89
euro2020,Germany,Cardiff,0.0
euro2020,Germany,Copenhagen,0.0
euro2020,Germany,Glasgow,0.0
euro2020,Germany,London,0.06
euro2020,Germany,Munich,1.56
euro2020,Germany,Rome,8.87
euro2020,Germany,Saint Petersburg,0.0
euro2020,Germany,Seville,13.31
