player,nation,minutes,goals,npg,npxg,age
Yannik Engelhardt,GER,1711,2,2,,25
Yannik Keitel,GER,165,0,0,,26
Yannik Wagner,GER,49,0,0,,18
Yaser Asprilla,COL,611,0,0,,22
Yasin Ayari,SWE,1715,3,3,,22
Yassin Belkhdim,FRA,1957,2,2,,24
Yassine Benhattab,FRA,477,0,0,,23
Yassine Kechta,MAR,1055,1,1,,24
Yassir Zabiri,MAR,13,0,0,,21
Yehor Yarmoliuk,UKR,2020,1,1,,22
Yehvann Diouf,SEN,1530,0,0,,26
Yellu Santiago,ESP,6,0,0,,21
Yeremi Pino,ESP,1869,2,2,,23
Yerry Mina,COL,1385,1,1,,31
Yerson Mosquera,COL,1616,0,0,,24
Ylber Ramadani,ALB,2339,1,1,,29
Yoane Wissa,COD,429,1,1,,29
Yoel Lago,ESP,333,0,0,,21
Younes Ebnoutalib,GER,109,1,1,,22
Younes Namli,DEN,327,0,0,,31
Youri Tielemans,BEL,1298,0,0,,28
Youssef El-Arabi,MAR,917,3,3,,39
Youssef Lekhedim,ESP,1077,0,0,,20
Youssef Maleh,MAR,999,0,0,,27
Youssouf Fofana,FRA,1602,1,1,,27
Youssoupha Niang,GER,111,0,0,,19
Yuito Suzuki,JPN,1320,4,4,,24
Yukinari Sugawara,JPN,1933,0,0,,25
Yunus Musah,USA,525,1,1,,23
Yuri Berchiche,ESP,1933,0,0,,36
Yussuf Poulsen,DEN,301,1,1,,31
Yvan Neyou,CMR,67,0,0,,29
Yvan Zaddy,CIV,1,0,0,,19
Yves Bissouma,MLI,462,0,0,,29
Yvon Mvogo,SUI,1980,0,0,,31
Zach Abbott,ENG,120,0,0,,19
Zachary Athekame,SUI,420,1,1,,21
Zaid Romero,ARG,630,0,0,,26
Zakaria Aboukhlal,MAR,511,0,0,,26
Zeki Çelik,TUR,2008,1,1,,29
Zian Flemming,NED,1012,7,5,,27
Zion Suzuki,JPN,990,0,0,,23
Zito Luvumbo,ANG,396,0,0,,24
Zoumana Diallo,FRA,10,0,0,,21
Zé Pedro Figueiredo,POR,1051,0,0,,28
Álex Berenguer,ESP,1582,2,2,,30
Álex Forés,ESP,285,0,0,,24
Álex Grimaldo,ESP,1801,6,4,,30
Álex Jiménez,ESP,1901,1,1,,20
Álex Moreno,ESP,1845,0,0,,32
Álex Remiro,ESP,2430,0,0,,30
Álex Sala,ESP,154,0,0,,24
Álex Sancris,ESP,630,0,0,,29
Álex Sánchez,ESP,6,0,0,,20
Álex Valle,ESP,1563,0,0,,21
Álvaro Carreras,ESP,1968,2,2,,22
Álvaro Fidalgo,ESP,355,1,1,,28
Álvaro García,ESP,1807,4,4,,33
Álvaro Morata,ESP,747,0,0,,33
Álvaro Núñez,ESP,1647,0,0,,25
Álvaro Odriozola,ESP,201,1,1,,30
Álvaro Rodríguez,URU,1529,5,5,,21
Álvaro Vallés,ESP,1710,0,0,,28
Ángel Ortíz,ESP,539,0,0,,21
Ángel Pérez,ESP,313,0,0,,23
Éder Militão,BRA,1000,1,1,,28
Éderson,BRA,1582,1,0,,26
Ísak Jóhannesson,ISL,1275,1,1,,22
Óscar Mingueza,ESP,1427,1,1,,26
Óscar Trejo,ARG,79,0,0,,37
Óscar Valentín,ESP,1514,1,1,,31
Ørjan Nyland,NOR,360,0,0,,35
Þórir Jóhann Helgason,ISL,120,0,0,,25
Đorđe Petrović,SRB,2610,0,0,,26
İsak Vural,TUR,434,0,0,,19
Łukasz Skorupski,POL,1322,0,0,,34
