player,nation,minutes,goals,npg,npxg,age
Marc Cucurella,ESP,2988,5,5,2.8,26
Marc Domenech,ESP,303,0,0,0.7,18
Marc Guiu,ESP,73,0,0,0.0,18
Marc Guéhi,ENG,3059,3,3,2.0,24
Marc Roca,ESP,906,2,2,1.1,27
Marc-André ter Stegen,GER,674,0,0,0.0,32
Marc-Oliver Kempf,GER,2615,0,0,1.6,29
Marcel Sabitzer,AUT,1616,1,1,1.8,30
Marcin Bułka,POL,3060,0,0,0.0,24
Marco Asensio,ESP,1361,5,5,8.5,28
Marco Bizot,NED,2880,0,0,0.0,33
Marco Brescianini,ITA,991,4,4,3.1,24
Marco Carnesecchi,ITA,3060,0,0,0.0,24
Marco Friedl,AUT,2161,0,0,0.5,26
Marco Grüll,AUT,1181,6,6,4.0,26
Marco Komenda,CRO,1307,0,0,0.1,27
Marco Palestra,ITA,222,0,0,0.0,19
Marco Sala,ITA,333,0,0,0.0,25
Marco Silvestri,ITA,450,0,0,0.0,33
Marco Sportiello,ITA,126,0,0,0.0,32
Marcos Alonso,ESP,2647,3,0,1.6,33
Marcos André,BRA,1188,1,1,2.7,27
Marcos Llorente,ESP,2513,2,2,0.8,29
Marcos Senesi,ARG,1106,0,0,0.8,27
Marcus Coco,FRA,951,0,0,0.1,28
Marcus Harness,ENG,45,0,0,0.0,28
Marcus Pedersen,NOR,1362,0,0,0.6,24
Marcus Rashford,ENG,1422,6,5,4.0,26
Marcus Tavernier,ENG,1939,3,3,5.5,25
Marcus Thuram,FRA,2290,14,14,9.9,26
Marcão,BRA,552,0,0,0.0,28
Marin Ljubicic,CRO,281,1,1,0.4,22
Marin Pongračić,CRO,1367,0,0,0.2,26
Marin Šverko,CRO,1117,1,1,0.3,26
Mario Balotelli,ITA,62,0,0,0.0,33
Mario Gila,ESP,2741,1,1,1.1,23
Mario Götze,GER,1542,3,3,2.9,32
Mario Hermoso,ESP,544,0,0,0.5,29
Mario Lemina,GAB,1364,1,1,1.4,30
Mario Maroto,ESP,64,0,0,0.0,20
Mario Martín,ESP,1748,0,0,1.8,20
Mario Pašalić,CRO,1967,3,3,5.8,29
Marius Bülter,GER,1729,7,7,3.7,31
Marius Courcoul,FRA,309,0,0,0.1,17
Marius Müller,GER,475,0,0,0.0,31
Marius Wolf,GER,2144,1,1,0.7,29
Mark Flekken,NED,3275,0,0,0.0,31
Mark McKenzie,USA,2496,1,1,1.4,25
Mark Travers,IRL,450,0,0,0.0,25
Marko Arnautović,AUT,549,4,4,3.3,35
Marko Dmitrović,SRB,2880,0,0,0.0,32
Marko Ivezić,SRB,1657,0,0,0.6,22
Marnon Busch,GER,1396,0,0,0.4,29
Maroan Sannadi,MAR,754,1,1,3.5,23
Marquinhos,BRA,1725,2,2,1.1,30
Marshall Munetsi,ZIM,2770,6,6,7.3,28
Marten de Roon,NED,3058,4,4,0.9,33
Martial Godo,ENG,24,0,0,0.0,21
Martin Adeline,FRA,26,0,0,0.0,20
Martin Dúbravka,SVK,900,0,0,0.0,35
Martin Erlic,CRO,334,0,0,0.2,26
Martin Frese,DEN,549,0,0,0.1,26
Martin Satriano,URU,88,0,0,0.4,23
Martin Terrier,FRA,584,2,2,2.4,27
Martin Valjent,SVK,2763,3,3,0.8,28
Martin Ødegaard,NOR,2325,3,2,4.0,25
Martín Payero,ARG,1381,1,1,1.2,25
Martín Tejón,ESP,49,0,0,0.1,20
Martín Zubimendi,ESP,2962,2,2,2.6,25
Marvin,ESP,1038,0,0,0.2,24
Marvin Ducksch,GER,2418,8,7,8.5,30
Marvin Friedrich,GER,989,0,0,0.4,28
Marvin Pieringer,GER,2206,7,4,6.6,24
Marvin Schulz,GER,306,0,0,0.0,29
Marvin Senaya,TOG,227,0,0,0.0,23
Marwann Nzuzi,FRA,125,0,0,0.0,20
Mason Greenwood,ENG,2804,21,14,9.1,22
Mason Holgate,JAM,6,0,0,0.0,27
Mason Mount,ENG,622,1,1,3.2,25
Massadio Haïdara,MLI,1678,0,0,0.3,31
Massimo Luongo,AUS,201,0,0,0.0,31
Matej Kovar,CZE,450,0,0,0.0,24
Mateo Flores,ESP,153,0,0,0.0,20
Mateo Kovačić,CRO,2198,6,6,1.9,30
Mateo Mejía,ESP,11,0,0,0.0,21
Mateo Pellegrino,ARG,737,3,3,3.3,23
Mateo Retegui,ITA,2383,25,21,14.9,25
Mateu Morey,ESP,741,0,0,0.4,24
Mateus Fernandes,POR,2909,2,2,4.0,20
Mateus Mane,,2,0,0,0.0,
Mateusz Kowalski,POL,56,0,0,0.4,19
Mateusz Wieteska,POL,184,0,0,0.2,27
Matheus Cunha,BRA,2597,15,15,8.6,25
Matheus França,BRA,55,1,1,0.3,20
Matheus Nunes,POR,1674,1,1,1.2,25
Mathew Ryan,AUS,1260,0,0,0.0,32
Mathias Honsak,AUT,1181,5,5,3.3,27
Mathias Jensen,DEN,862,0,0,0.2,28
Mathias Løvik,NOR,92,0,0,0.1,20
Mathias Pereira Lage,POR,1571,2,2,3.3,27
Mathieu Cafaro,FRA,732,1,1,1.5,27
Mathieu Gorgelin,FRA,1440,0,0,0.0,33
Mathis Amougou,FRA,867,0,0,0.5,18
Mathis Lambourde,FRA,89,1,1,0.2,18
Mathys Tel,FRA,1167,2,1,2.9000000000000004,19
Mathéo Bodmer,FRA,6,0,0,0.0,20
Mathías Olivera,URU,2370,0,0,1.1,26
Matias Fernandez-Pardo,BEL,1065,4,4,2.9,19
Matias Moreno,ARG,144,0,0,0.0,20
Matija Nastasić,SRB,2110,1,1,0.1,31
Mats Hummels,GER,915,0,0,0.5,35
Mats Pannewig,GER,267,0,0,0.8,19
Mats Wieffer,NED,1015,1,1,0.8,24
Matt Doherty,IRL,2109,2,2,1.0,32
Matt O'Riley,DEN,938,2,1,2.0,23
Matt Targett,ENG,21,0,0,0.0,28
Matteo Cancellieri,ITA,1424,3,3,2.7,22
Matteo Darmian,ITA,1781,3,3,1.9,34
Matteo Gabbia,ITA,2152,2,2,1.1,24
Matteo Palma,GER,5,0,0,0.0,16
Matteo Pessina,ITA,854,0,0,0.2,27
Matteo Politano,ITA,2804,3,3,3.1,30
Matteo Prati,ITA,570,0,0,0.1,20
Matteo Ruggeri,ITA,1751,0,0,0.2,22
Matthias Braunöder,AUT,268,0,0,0.1,22
Matthias Ginter,GER,2561,2,2,2.8,30
Matthijs de Ligt,NED,2123,2,2,2.5,24
Matthis Abline,FRA,2768,9,8,7.7,21
Mattia Bani,ITA,1507,0,0,1.2,30
Mattia De Sciglio,ITA,769,1,1,0.6,31
Mattia Felici,ITA,925,0,0,0.6,23
Mattia Liberali,ITA,61,0,0,0.1,17
Mattia Perin,ITA,450,0,0,0.0,31
Mattia Valoti,ITA,40,0,0,0.0,30
Mattia Viti,ITA,2572,1,1,0.8,22
Mattia Zaccagni,ITA,2686,8,6,4.9,29
Mattias Svanberg,SWE,1219,3,3,3.6,25
Matty Cash,POL,2070,1,1,0.5,26
Mattéo Guendouzi,FRA,3270,1,1,1.4,25
Matvei Safonov,RUS,879,0,0,0.0,25
Matz Sels,BEL,3420,0,0,0.0,32
Matìas Soulé,ARG,1781,5,5,3.0,21
Matías Vecino,URU,877,2,2,2.3,32
Matúš Bero,SVK,2565,5,5,3.0,28
Maurides,BRA,2,0,0,0.0,30
Mauro Arambarri,URU,2661,10,7,5.8,28
Max Aarons,ENG,206,0,0,0.0,24
Max Geschwill,GER,1282,1,1,0.9,23
Max Kilman,ENG,3348,0,0,1.6,27
Max Moerstedt,GER,451,0,0,0.8,18
Max Rosenfelder,GER,1249,1,1,0.4,21
Maxence Caqueret,FRA,1660,2,2,1.5,24
Maxence Lacroix,FRA,3116,1,1,3.4,24
Maxim Leitsch,GER,674,1,1,1.2,26
Maxime Bernauer,FRA,763,0,0,0.1,26
Maximilian Arnold,GER,2356,3,3,0.9,30
Maximilian Bauer,GER,658,0,0,0.2,24
Maximilian Beier,GER,1591,8,8,7.7,21
Maximilian Breunig,GER,350,2,1,2.7,23
Maximilian Eggestein,GER,2845,2,2,2.0,27
Maximilian Mittelstädt,GER,2469,1,1,0.9,27
Maximilian Philipp,GER,17,0,0,0.0,30
Maximilian Wittek,GER,2706,0,0,1.4,28
Maximiliano Caufriez,BEL,90,0,0,0.0,27
Maxwel Cornet,CIV,318,2,2,1.2,27
Medon Berisha,ALB,716,0,0,0.7,20
Mehdi Taremi,IRN,816,1,0,2.7,32
Melvin Bard,FRA,1938,2,2,2.2,23
Melvin Zinga,FRA,90,0,0,0.0,22
Mergim Berisha,GER,373,1,1,1.2,26
Merlin Röhl,GER,965,0,0,0.8,22
Mert Kömür,GER,654,2,2,1.1,19
Meschak Elia,COD,170,1,1,1.1,26
Michael Amir Murillo,PAN,2437,1,1,1.5,28
Michael Folorunsho,ITA,685,0,0,1.2000000000000002,26
Michael Golding,ENG,1,0,0,0.0,18
Michael Gregoritsch,AUT,639,2,2,1.8,30
Michael Kayode,ITA,655,0,0,0.30000000000000004,20
Michael Keane,ENG,1049,3,3,0.6,31
Michael Olise,FRA,2334,12,12,9.7,22
Michael Svoboda,AUT,1314,1,1,0.2,25
Michael Zetterer,GER,3060,0,0,0.0,29
Michail Antonio,JAM,836,1,1,2.2,34
Michel Aebischer,SUI,724,0,0,0.4,27
Michel Ndary Adopo,FRA,2409,1,1,1.1,24
Michele Di Gregorio,ITA,2970,0,0,0.0,27
Michy Batshuayi,BEL,300,3,3,1.2,30
Mickael Nade,FRA,2306,1,1,0.7,25
Micky van de Ven,NED,1015,0,0,0.6,23
Miguel,ESP,1724,1,0,3.3,24
Miguel Almirón,PAR,157,0,0,0.5,30
Miguel Gutiérrez,ESP,2458,1,1,1.6,23
Miha Zajc,SVN,262,0,0,0.2,30
Mihailo Ristić,SRB,429,0,0,0.0,28
Mika Biereth,DEN,1228,13,12,9.7,21
Mika Mármol,ESP,2399,0,0,0.4,23
Mikael Ellertsson,ISL,2470,2,2,1.1,22
Mikayil Ngor Faye,SEN,688,0,0,0.4,20
Mike Maignan,FRA,3294,0,0,0.0,29
Mikel Jauregizar,ESP,2244,2,2,1.1,20
Mikel Merino,ESP,1586,7,7,5.9,28
Mikel Oyarzabal,ESP,2250,9,5,6.8,27
Mikel Vesga,ESP,988,0,0,0.4,31
Mikey Moore,ENG,366,0,0,0.2,16
Mikkel Damsgaard,DEN,2911,2,2,2.8,24
Mikkel Kaufmann,DEN,372,0,0,0.5,23
Milan Badelj,CRO,1472,1,1,1.0,35
Milan Đurić,BIH,1538,5,5,3.1999999999999997,34
Milan Škriniar,SVK,382,0,0,0.2,29
Mile Svilar,SRB,3420,0,0,0.0,24
Milos Kerkez,HUN,3336,2,2,0.5,20
Milos Lukovic,SRB,12,0,0,0.0,18
Miloš Veljković,SRB,1029,0,0,0.6,28
Mirko Marić,CRO,462,0,0,0.8,29
Mitchel Bakker,NED,1161,3,3,3.0,24
Mitchell Weiser,GER,2868,5,5,5.4,30
Modibo Sagnan,MLI,2141,2,2,0.7,25
Mohamed Abdelmoneim,EGY,855,0,0,0.0,25
Mohamed Ali Cho,FRA,1621,3,3,4.0,20
Mohamed Amoura,ALG,2467,10,8,7.2,24
Mohamed Bamba,CIV,10,0,0,0.0,19
Mohamed Daramy,DEN,16,0,0,0.0,22
Mohamed Haj,TUN,453,1,1,0.6,19
Mohamed Kaba,FRA,452,0,0,0.3,22
Mohamed Lamine Bayo,GUI,309,2,2,2.2,26
Mohamed Meité,FRA,544,2,2,2.5,16
Mohamed Salah,EGY,3371,29,20,18.2,32
Mohamed Simakan,FRA,54,0,0,0.0,24
Mohammed Kudus,GHA,2590,5,5,6.9,23
Mohammed Salisu,GHA,1023,1,1,0.8,25
Moi Gómez,ESP,796,0,0,0.5,30
Moise Kean,ITA,2704,19,18,17.9,24
Moisés Caicedo,ECU,3351,1,1,0.8,22
Morato,BRA,907,0,0,0.2,23
Morgan Gibbs-White,ENG,2803,7,7,6.3,24
Morgan Guilavogui,GUI,1807,6,6,7.1,26
Morgan Rogers,ENG,3114,8,8,6.6,22
Morgan Sanson,FRA,235,3,3,1.5,29
Moritz Broschinski,GER,1390,1,1,4.2,23
Moritz Jenz,GER,1600,0,0,1.6,25
Moritz Nicolas,GER,1639,0,0,0.0,26
Moritz-Broni Kwarteng,GHA,172,0,0,0.2,26
Morten Frendrup,DEN,3103,2,2,1.6,23
Morten Thorsby,NOR,1898,0,0,2.8,28
Mory Gbane,CIV,1125,0,0,0.2,23
Moses Simon,NGA,2609,8,4,2.7,29
Mostafa Mohamed,EGY,1252,5,5,5.5,26
Mouctar Diakhaby,GUI,653,2,2,1.5,27
Moussa Diarra,MLI,1866,0,0,0.0,23
Moussa Niakhate,SEN,2726,0,0,0.1,28
Moïse Bombito,CAN,2192,0,0,0.7,24
Munir El Haddadi,MAR,862,4,4,1.6,28
Murillo,BRA,3188,2,2,1.4,22
Musa Al-Taamari,JOR,1683,3,3,5.0,27
Mykhailo Mudryk,UKR,151,0,0,0.3,23
Myles Lewis-Skelly,ENG,1369,1,1,0.2,17
Myron Boadu,NED,1042,9,8,6.9,23
Máximo Perrone,ARG,1857,0,0,0.9,21
Mërgim Vojvoda,KVX,1822,1,1,0.6000000000000001,29
Naatan Skyttä,FIN,5,0,0,0.0,22
Nabil Aberdin,FRA,263,0,0,0.0,21
Nabil Bentaleb,ALG,329,1,1,0.7,29
Nabil Fekir,FRA,180,0,0,0.7,31
Nacho Vidal,ESP,124,0,0,0.0,29
Naci Ünüvar,NED,31,0,0,0.0,21
Nadiem Amiri,GER,2473,7,5,3.9,27
Nadir Zortea,ITA,2713,6,6,3.1,25
Nahuel Estévez,ARG,657,0,0,0.1,28
Nahuel Molina,ARG,1590,0,0,0.8,26
Nahuel Tenaglia,ARG,2922,2,2,2.2,28
Nampalys Mendy,SEN,588,0,0,0.2,32
Naouirou Ahamada,FRA,58,0,0,0.0,22
Nasser Djiga,BFA,66,0,0,0.0,21
Natan,BRA,2175,1,1,0.3,23
Nathan Aké,NED,678,0,0,0.2,29
Nathan Broadhead,WAL,702,2,2,1.7,26
Nathan Butler-Oyedeji,ENG,7,0,0,0.1,21
Nathan Collins,IRL,3420,2,2,2.5,23
Nathan N'Goumou,CMR,828,2,2,1.9,24
Nathan Patterson,SCO,347,0,0,0.1,22
Nathan Tella,NGA,1359,2,2,3.1,25
Nathan Wood-Gordon,ENG,773,0,0,0.2,22
Nathan Zeze,FRA,1512,0,0,0.3,19
Nathaniel Brown,GER,1947,3,3,2.2,21
Nathaniel Clyne,ENG,483,0,0,0.0,33
Nayef Aguerd,MAR,1760,0,0,2.4,28
Neal Maupay,FRA,1042,4,4,4.1,27
Neco Williams,WAL,2594,1,1,2.3,23
Nediljko Labrović,CRO,1350,0,0,0.0,24
Nehuén Pérez,ARG,180,0,0,0.0,24
Neil El Aynaoui,MAR,1588,8,5,1.6,23
Nelson Weiper,GER,704,3,3,4.1,19
Nemanja Gudelj,SRB,2493,1,0,0.8,32
Nemanja Matić,SRB,2010,0,0,0.1,35
Neto,BRA,180,0,0,0.0,35
Ngal'Ayel Mukau,COD,1190,0,0,0.8,19
Nhoa Sangui,FRA,1158,0,0,0.1,18
Niama Sissoko,MLI,47,0,0,0.3,18
Niccolò Pisilli,ITA,1227,2,2,2.7,19
Nicholas Pierini,ITA,83,0,0,0.0,25
Nick Pope,ENG,2520,0,0,0.0,32
Nick Woltemade,GER,1622,12,10,8.0,22
Niclas Füllkrug,GER,790,3,3,2.2,31
Nico Elvedi,SUI,2135,1,1,2.0,27
Nico O’Reilly,ENG,528,2,2,1.3,19
Nico Schlotterbeck,GER,1982,0,0,1.3,24
Nico Williams,ESP,1996,5,5,4.2,22
Nicola Leali,ITA,2610,0,0,0.0,31
Nicola Pintus,ITA,4,0,0,0.0,19
Nicola Sansone,ITA,65,0,0,0.2,32
Nicola Zalewski,POL,968,1,1,0.5,22
Nicolai Remberg,GER,2417,0,0,1.5,24
Nicolas Cozza,FRA,2051,1,1,1.4,25
Nicolas Haas,SUI,287,0,0,0.0,28
Nicolas Höfler,GER,794,0,0,0.2,34
Nicolas Jackson,SEN,2220,10,10,12.3,23
Nicolas Pallois,FRA,2017,0,0,0.4,36
Nicolas Pays,FRA,447,0,0,1.3,20
Nicolas Pépé,CIV,1500,3,3,3.8,29
Nicolas Seiwald,AUT,2084,0,0,0.2,23
Nicolas Viola,ITA,1267,3,3,2.2,34
Nicolás Domínguez,ARG,1963,0,0,1.5,26
Nicolás González,ARG,1750,3,3,4.1,26
Nicolás González,ESP,760,1,1,0.5,22
Nicolás Paz,ARG,2687,6,6,8.5,19
Nicolás Serrano,ESP,112,0,0,0.2,21
Nicolás Tagliafico,ARG,1902,3,3,3.0,31
Nicolás Valentini,ARG,1129,0,0,0.3,23
Nicolò Barella,ITA,2493,3,3,2.2,27
Nicolò Cambiaghi,ITA,620,1,1,0.8,23
Nicolò Casale,ITA,1035,0,0,0.5,26
Nicolò Fagioli,ITA,1533,1,1,1.1,23
Nicolò Rovella,ITA,2718,0,0,1.5,22
Nicolò Savona,ITA,1724,2,2,0.5,21
Nicolò Zaniolo,ITA,699,2,2,1.5,25
Niels Nkounkou,FRA,382,0,0,0.2,23
Niklas Dorsch,GER,1367,2,2,1.0,26
Niklas Schmidt,GER,205,0,0,0.1,26
Niklas Stark,GER,2106,0,0,1.1,29
Niklas Süle,GER,1053,0,0,0.6,28
Nikola Krstović,MNE,3057,11,9,9.7,24
Nikola Maksimović,SRB,581,0,0,0.0,32
Nikola Milenković,SRB,3330,5,5,4.0,26
Nikola Moro,CRO,1208,0,0,0.5,26
Nikola Vasilj,BIH,2969,0,0,0.0,28
Nikola Vlašić,CRO,2117,5,3,1.8,26
Nikolas Nartey,DEN,22,0,0,0.0,24
Nikolas Veratschnig,AUT,364,0,0,0.2,21
Nnamdi Collins,GER,1489,1,1,0.8,20
Noah Atubolu,GER,2307,0,0,0.0,22
Noah Edjouma,FRA,171,2,2,1.3,18
Noah Okafor,SUI,454,1,1,1.5,24
Noah Pesch,CRO,6,0,0,0.0,19
Noah Weißhaupt,GER,1240,1,1,2.1,22
Noahkai Banks,USA,278,0,0,0.1,17
Nobel Mendy,FRA,108,0,0,0.0,19
Noham Kamara,FRA,76,0,0,0.0,17
Noni Madueke,ENG,2033,7,7,9.6,22
Nordi Mukiele,FRA,899,1,1,1.4,26
Nordine Kandil,FRA,10,0,0,0.0,22
Norman Theuerkauf,GER,22,0,0,0.0,37
Noussair Mazraoui,MAR,2838,0,0,0.7,26
Nuno Mendes,POR,1676,1,1,2.2,22
Nuno Tavares,POR,1686,0,0,1.1,24
Nunzio Lella,ITA,5,0,0,0.0,24
Nélson Semedo,POR,2886,0,0,0.9,30
Obite N'Dicka,CIV,3420,0,0,1.0,24
Odilon Kossounou,CIV,1125,0,0,0.5,23
Odsonne Édouard,FRA,144,0,0,0.4,26
Oier Zarraga,ESP,896,1,1,0.4,25
Oihan Sancet,ESP,1620,15,12,7.3,24
Ola Aina,NGA,2995,2,2,0.6,27
Ola Solbakken,NOR,760,0,0,0.8,25
Olabade Aluko,,2,0,0,0.0,
Oladapo Afolayan,ENG,1639,3,3,3.1,26
Olasagasti,ESP,857,1,1,0.9,23
Oleksandr Zinchenko,UKR,527,0,0,0.6,27
Oliver Abildgaard,DEN,7,0,0,0.0,28
Oliver Baumann,GER,2520,0,0,0.0,34
Oliver Burke,SCO,908,5,5,4.1,27
Oliver McBurnie,SCO,1837,3,3,4.8,28
Oliver Nielsen,DEN,35,0,0,0.0,21
Oliver Scarles,ENG,665,0,0,0.1,18
Oliver Skipp,ENG,1129,0,0,0.4,23
Olivier Deman,BEL,67,0,0,0.0,24
Ollie Watkins,ENG,2598,16,14,13.8,28
Omar Alderete,PAR,2971,1,1,1.7,27
Omar El Hilali,MAR,3153,0,0,0.0,20
Omar Marmoush,EGY,2623,22,20,12.8,25
Omar Mascarell,EQG,1992,1,1,0.5,31
Omar Traoré,GER,2616,0,0,0.5,26
Omari Forson,ENG,223,0,0,0.2,20
Omari Hutchinson,ENG,2583,3,3,2.9,20
Ondrej Duda,SVK,2395,1,1,1.0,29
Orel Mangala,BEL,1328,1,1,1.2000000000000002,26
Oriol Romeu,ESP,1356,0,0,0.1,32
Orri Steinn Óskarsson,ISL,944,3,3,5.2,19
Osame Sahraoui,MAR,1293,3,3,2.9,23
Oscar Bobb,NOR,16,0,0,0.0,21
Oscar Højlund,DEN,722,1,1,1.0,19
Othmane Maamma,MAR,361,1,1,0.7,18
Oumar Diakité,CIV,1628,4,4,4.7,20
Oumar Solet,FRA,1672,1,1,0.8,24
Ousmane Camara,MLI,252,0,0,0.1,21
Ousmane Dembélé,FRA,1730,21,20,15.8,27
Ousmane Toure,FRA,6,0,0,0.0,19
Oussama El Azzouzi,MAR,19,0,0,0.0,23
Oussama Targhalline,MAR,990,0,0,0.1,22
Pablo Barrios,ESP,2330,1,1,1.3,21
Pablo Durán,ESP,1394,4,4,3.6,23
Pablo Fornals,ESP,1827,2,2,1.8,28
Pablo Garcia,ESP,38,0,0,0.0,18
Pablo Ibáñez,ESP,1294,1,1,1.6,25
Pablo Maffeo,ESP,2368,0,0,0.3,27
Pablo Marí,ESP,2726,0,0,0.30000000000000004,30
Pablo Marín,ESP,1239,1,1,1.4,21
Pablo Rosario,DOM,1775,3,2,3.0,27
Pablo Sarabia,ESP,814,3,3,2.9,32
Pablo Torre,ESP,310,3,3,0.4,21
Papa Ba,ESP,48,0,0,0.0,19
Pape Daouda Diongue,SEN,78,1,1,1.0,
Pape Gueye,SEN,2224,4,4,3.4,25
Pape Matar Sarr,SEN,1913,3,3,3.7,21
Pascal Groß,GER,2327,0,0,2.4,33
Pascal Stenzel,GER,290,0,0,0.3,28
Pasquale Mazzocchi,ITA,702,0,0,0.3,29
Pathé Ciss,SEN,2140,4,4,1.7,30
Patric,ESP,607,1,1,1.1,31
Patrick Ciurria,ITA,1111,1,1,0.8,29
Patrick Cutrone,ITA,2047,7,7,6.3,26
Patrick Dorgu,DEN,2682,3,3,3.6999999999999997,19
Patrick Drewes,GER,1890,0,0,0.0,31
Patrick Erras,GER,832,1,1,0.9,29
Patrick Mainka,GER,3060,1,1,1.9,29
Patrick Osterhage,GER,2267,1,1,1.7,24
Patrick Wimmer,AUT,1770,3,3,3.7,23
Patrik Carlgren,SWE,417,0,0,0.0,32
Patrik Schick,CZE,1684,21,20,11.9,28
Patrizio Masini,ITA,1538,1,1,0.4,23
Patson Daka,ZAM,736,1,1,1.3,25
Pau Cabanes,ESP,351,1,1,0.5,19
Pau Cubarsí,ESP,2618,0,0,0.8,17
Pau López,ESP,45,0,0,0.0,29
Pau Navarro,ESP,916,0,0,0.0,19
Pau Torres,ESP,2020,0,0,0.5,27
Pau Victor,ESP,319,2,2,3.0,22
Paul Akouokou,CIV,19,0,0,0.0,26
Paul Hennrich,GER,12,0,0,0.0,19
Paul Joly,FRA,1009,0,0,0.6,24
Paul Nebel,GER,2345,10,10,5.8,21
Paul Onuachu,NGA,1050,4,4,3.6,30
Paul Wanner,GER,1771,3,2,2.9,18
Paulo Azzi,BRA,426,0,0,0.5,30
Paulo Dybala,ARG,1417,6,3,4.0,30
Paulo Gazzaniga,ARG,3195,0,0,0.0,32
Pavel Kadeřábek,CZE,1576,2,2,0.8,32
Paweł Dawidowicz,POL,1845,0,0,0.3,29
Pedri,ESP,2879,4,4,2.2,21
Pedro,ESP,1102,10,8,3.8,37
Pedro Chirivella,ESP,2348,0,0,0.5,27
Pedro Díaz,ESP,1211,3,3,1.6,26
Pedro Lima,BRA,70,0,0,0.1,18
Pedro Neto,POR,2269,4,4,3.5,24
Pedro Pereira,POR,2665,1,1,1.2,26
Pedro Porro,ESP,2610,2,2,1.6,24
Peio Canales,ESP,259,0,0,0.2,19
Pejiño,ESP,16,0,0,0.0,28
Pelayo Fernandez,ESP,98,0,0,0.0,21
Pep Chavarría,ESP,2585,0,0,1.2,26
Pepe Reina,ESP,1034,0,0,0.0,41
Peque,ESP,1134,1,1,2.5,21
Pere Milla,ESP,456,3,3,1.5,31
Pervis Estupiñán,ECU,2402,1,1,1.2,26
Petar Stojanović,SVN,3,0,0,0.0,28
Peter González,DOM,477,0,0,1.3,22
Phil Foden,ENG,1777,7,7,5.2,24
Phil Harres,GER,1544,8,8,5.9,22
Philip Billing,DEN,381,1,1,2.1,28
Philipp Hofmann,GER,2277,3,3,5.5,31
Philipp Köhn,SUI,1710,0,0,0.0,26
Philipp Lienhart,AUT,2770,1,1,0.5,28
Philipp Sander,GER,1400,1,1,1.2,26
Philipp Treu,GER,2881,0,0,1.2,23
Phillip Tietz,GER,1686,7,6,5.3,27
Phillipp Mwene,AUT,2607,1,1,1.5,30
Pica,ESP,499,0,0,0.3,22
Pierluigi Gollini,ITA,630,0,0,0.0,29
Piero Hincapié,ECU,2670,2,2,2.9,22
Pierre Cornud,FRA,576,0,0,0.0,27
Pierre Ekwah Elimby,FRA,2575,1,1,0.7,22
Pierre Højbjerg,DEN,2664,2,2,3.3,28
Pierre Kalulu,FRA,2337,1,1,0.7,24
Pierre Lees-Melou,FRA,1526,2,2,1.3,31
Pierrick Capelle,FRA,483,0,0,0.2,37
Pietro Comuzzo,ITA,2200,1,1,0.5,19
Pietro Pellegri,ITA,414,3,3,0.3,23
Pietro Terracciano,ITA,270,0,0,0.0,34
Piotr Zieliński,POL,980,2,0,1.1,30
Plamedi Nsingi,,16,0,0,0.2,23
Pol Lirola,ESP,680,1,1,0.6,26
Pol Lozano,ESP,1943,0,0,0.2,24
Pontus Almqvist,SWE,1112,1,1,2.1,25
Portu,ESP,779,1,1,1.6,32
Presnel Kimpembe,FRA,23,0,0,0.0,28
Prosper Peter,NGA,27,0,0,0.0,16
Przemysław Frankowski,POL,1387,4,2,0.7,29
Péter Gulácsi,HUN,2631,0,0,0.0,34
Quentin Merlin,FRA,1589,1,1,2.1,22
Rabby Nzingoula,FRA,1689,1,1,1.0,18
Radosław Majecki,POL,1350,0,0,0.0,24
Radu Drăgușin,ROU,1252,0,0,0.1,22
Rafa Marín,ESP,142,0,0,0.2,22
Rafa Mir,ESP,753,1,1,3.0,27
Rafael Bauza,ESP,183,0,0,0.1,19
Rafael Leão,POR,2323,8,8,7.6,25
Rafael Tolói,ITA,468,0,0,0.1,33
Rafik Messali,FRA,456,0,0,0.3,21
Raheem Sterling,ENG,499,0,0,1.4,29
Ramon Hendriks,NED,1154,0,0,0.6,23
Ramy Bensebaini,ALG,2022,1,1,1.3,29
Ramón Martínez,ESP,261,1,1,0.3,21
Ramón Sosa,PAR,295,1,1,1.0,24
Ramón Terrats,ESP,1350,4,4,2.3000000000000003,23
Randal Kolo Muani,FRA,1518,10,8,7.8,25
Randy Nteka,ANG,1129,3,3,2.6,26
Rani Khedira,GER,2723,1,1,1.4,30
Raoul Bellanova,ITA,2489,0,0,1.1,24
Raphaël Guerreiro,POR,1572,4,4,2.9,30
Raphinha,BRA,2839,18,16,17.6,27
Rareş Ilie,ROU,13,0,0,0.0,21
Rareș-Cătălin Burnete,ROU,28,0,0,0.1,20
Rasmus Højlund,DEN,2004,4,4,5.3,21
Rasmus Kristensen,DEN,2513,5,5,2.5,27
Rasmus Nicolaisen,DEN,623,0,0,0.4,27
Rassoul Ndiaye,SEN,1061,1,1,1.7,22
Rayan Aït-Nouri,ALG,3109,4,4,2.7,23
Rayan Cherki,FRA,2041,8,8,5.0,20
Rayan Fofana,FRA,25,0,0,0.0,18
Rayan Raveloson,MAD,724,1,1,0.8,27
Razvan Sava,ROU,1080,0,0,0.0,22
Raúl,ESP,750,4,4,3.5,23
Raúl Albiol,ESP,1188,0,0,0.1,38
Raúl Asencio,ESP,1670,0,0,0.1,21
Raúl Chasco,ESP,130,0,0,0.0,20
