player,nation,minutes,goals,npg,npxg,age
Théo Sainte-Luce,FRA,346,0,0,,24
Tiago Djaló,POR,17,0,0,,23
Tiago Fonseca Morais,POR,46,0,0,,19
Tiago Santos,POR,2365,1,1,,21
Tiago Tomás,POR,1032,1,1,,21
Tiemoué Bakayoko,FRA,1314,2,2,,28
Tijjani Noslin,NED,1339,5,5,,24
Tijjani Reijnders,NED,2820,3,3,,25
Tim Breithaupt,GER,629,0,0,,21
Tim Drexler,GER,573,0,0,,18
Tim Iroegbunam,ENG,164,0,0,,20
Tim Kleindienst,GER,2869,12,10,,27
Tim Oermann,GER,714,0,0,,19
Tim Ream,USA,1503,1,1,,35
Tim Siersleben,GER,910,0,0,,23
Tim Skarke,GER,2404,8,8,,26
Timo Hübers,GER,2778,0,0,,27
Timo Werner,GER,1016,4,3,,27
Timothy Castagne,BEL,2634,1,1,,27
Timothy Chandler,USA,18,0,0,,33
Timothy Weah,USA,1258,0,0,,23
Tino Kadewere,ZIM,1077,1,1,,27
Tobias Kempe,GER,1350,3,0,,34
Tom Bischof,GER,178,0,0,,18
Tom Cairney,SCO,1488,1,1,,32
Tom Davies,ENG,221,0,0,,25
Tom Krauß,GER,1346,1,1,,22
Tom Lockyer,WAL,1169,1,1,,28
Tom Louchet,FRA,409,1,1,,20
Toma Bašić,CRO,1162,0,0,,26
Tommaso Augello,ITA,2418,1,1,,28
Tommaso Baldanzi,ITA,1263,2,2,,20
Tommaso Corazza,ITA,195,0,0,,19
Tommaso Martinelli,ITA,90,0,0,,17
Tommaso Pobega,ITA,319,0,0,,24
Tommy Doyle,ENG,1222,0,0,,21
Tomás Mendes,ESP,6,0,0,,18
Tomáš Koubek,CZE,270,0,0,,30
Tomáš Souček,CZE,2870,7,7,,28
Tomáš Suslov,SVK,2092,3,2,,21
Tomáš Čvančara,CZE,896,4,3,,22
Toni Kroos,GER,2124,1,1,,33
Toni Lato,ESP,1544,0,0,,25
Toni Villa,ESP,13,0,0,,28
Tony Jantschke,GER,27,0,0,,33
Tosin Adarabioyo,ENG,1617,2,2,,25
Tosin Aiyegun,BEN,902,2,2,,25
Toti Gomes,POR,2772,1,1,,24
Trent Alexander-Arnold,ENG,2155,3,3,,24
Trevoh Chalobah,ENG,952,1,1,,24
Triantafyllos Pasaridīs,GRE,452,0,0,,27
Trivante Stewart,JAM,100,0,0,,23
Trévis Dago,CIV,23,0,0,,18
Tuta,BRA,2600,1,1,,24
Tyler Adams,USA,121,0,0,,24
Tyler Onyango,ENG,1,0,0,,20
Tyrick Mitchell,ENG,3204,2,2,,23
Tyrone Mings,ENG,30,0,0,,30
Tyronne Ebuehi,NGA,1099,0,0,,27
Téji Savanier,FRA,2765,9,2,,31
Ulisses Garcia,SUI,906,0,0,,27
Umar Sadiq,NGA,1077,3,3,,26
Umut Tohumcu,GER,1011,0,0,,18
Unai García,ESP,560,1,1,,31
Unai Gómez,ESP,875,2,2,,20
Unai López,ESP,2108,1,1,,27
Unai Marrero,ESP,142,0,0,,21
Unai Núñez,ESP,2801,1,1,,26
Unai Ropero,ESP,5,0,0,,21
Unai Simón,ESP,3182,0,0,,26
Urko González,ESP,156,0,0,,22
Uroš Račić,SRB,820,1,1,,25
Valentin Atangana Edoa,FRA,555,0,0,,17
Valentin Carboni,ARG,1169,2,2,,18
Valentin Gendrey,FRA,3044,2,2,,23
Valentin Rongier,FRA,851,0,0,,28
Valentin Rosier,FRA,53,0,0,,26
Valentino Lazaro,AUT,1994,0,0,,27
Valentino Livramento,ENG,1314,1,1,,20
Valentín Barco,ARG,307,0,0,,19
Valentín Castellanos,ARG,1682,4,4,,24
Valery Fernández,ESP,506,2,2,,23
Vanderson,BRA,1641,3,3,,22
Vanja Milinković-Savić,SRB,3240,0,0,,26
Vedat Muriqi,KVX,2327,7,6,,29
Vicente Guaita,ESP,2403,0,0,,36
Victor Bernth Kristiansen,DEN,2307,0,0,,20
Victor Boniface,NGA,1546,14,10,,22
Victor Lindelöf,SWE,1328,1,1,,29
Victor Osimhen,NGA,1982,15,12,,24
Victor Parada,ESP,3,0,0,,21
Viktor Kovalenko,UKR,613,1,1,,27
Viktor Tsyhankov,UKR,2052,8,8,,25
Vincent Le Goff,FRA,541,1,1,,33
Vincent Sierro,SUI,2261,6,2,,27
Vincenzo Fiorillo,ITA,360,0,0,,33
Vincenzo Grifo,ITA,2325,8,2,,30
Vinicius Júnior,BRA,1864,15,14,,23
Vinicius Souza,BRA,2668,1,1,,24
Virgil van Dijk,NED,3177,2,2,,32
Vitaliy Mykolenko,UKR,2469,2,2,,24
Vitaly Janelt,GER,3054,1,1,,25
Vitinha,POR,3334,12,12,,23
Vitinho,BRA,2314,0,0,,24
Vito Mannone,ITA,91,0,0,,35
Vitor Roque,BRA,328,2,2,,18
Vivaldo Semedo,POR,12,0,0,,18
Vladimír Coufal,CZE,3132,0,0,,30
Václav Černý,CZE,921,4,4,,25
Víctor Chust,ESP,1864,0,0,,23
Víctor Díaz,ESP,162,0,0,,35
Wahbi Khazri,TUN,1131,1,1,,32
Walace,BRA,3238,2,2,,28
Waldemar Anton,GER,2886,0,0,,27
Walid Cheddira,MAR,2120,7,6,,25
Warmed Omari,COM,2071,1,1,,23
Warren Bondo,FRA,1475,1,1,,19
Warren Kamanzi,NOR,1187,0,0,,22
Warren Zaïre-Emery,FRA,1962,2,2,,17
Wataru Endo,JPN,1722,1,1,,30
Wes Foderingham,ENG,2649,0,0,,32
Wesley Saïd,FRA,1020,7,7,,28
Weston McKennie,USA,2594,0,0,,24
Wilfried Singo,CIV,2187,1,1,,22
Will Hughes,ENG,1891,0,0,,28
Willi Orban,HUN,1582,0,0,,30
William Carvalho,POR,680,1,1,,31
William Osula,DEN,786,0,0,,19
William Saliba,FRA,3420,2,2,,22
Willian,BRA,2053,4,2,,34
Willian José,BRA,1971,10,10,,31
Willian Pacho,ECU,2970,0,0,,21
Williot Swedberg,SWE,439,5,5,,19
Willy Boly,CIV,1438,2,2,,32
Willy Kambwala,FRA,330,0,0,,18
Wilson Manafá,POR,240,0,0,,29
Wilson Odobert,FRA,2098,3,3,,18
Wissam Ben Yedder,FRA,2316,16,15,,32
Wladimiro Falcone,ITA,3420,0,0,,28
Wojciech Szczęsny,POL,3150,0,0,,33
Wout Weghorst,NED,1977,7,6,,30
Xabier Huarte Armendáriz,ESP,9,0,0,,22
Xaver Schlager,AUT,2477,0,0,,25
Xavi Simons,NED,2653,8,7,,20
Xeber,ESP,302,0,0,,26
Yacine Adli,FRA,1407,1,1,,23
Yan Couto,BRA,2245,1,1,,21
Yangel Herrera,VEN,2107,5,5,,25
Yanis Begraoui,MAR,300,0,0,,22
Yanis Issoufou,FRA,13,0,0,,16
Yann Aurel Bisseck,GER,904,2,2,,22
Yann Gboho,FRA,1193,3,3,,22
Yann Karamoh,FRA,446,1,1,,25
Yann Sommer,SUI,3060,0,0,,34
Yannick Carrasco,BEL,221,0,0,,29
Yannick Gerhardt,GER,1630,2,2,,29
Yannik Keitel,GER,920,1,1,,23
Yarek Gasiorowski,ESP,735,0,0,,18
Yasser Larouci,ALG,531,0,0,,22
Yassin Tallal,ESP,3,0,0,,18
Yassine Bounou,MAR,90,0,0,,32
Yassine Kechta,MAR,1849,2,2,,21
Yaya Kader Fofana,MLI,32,0,0,,19
Yayah Kallon,SLE,4,0,0,,22
Yehor Yarmoliuk,UKR,688,0,0,,19
Yehvann Diouf,SEN,3060,0,0,,23
Yellu Santiago,ESP,656,1,1,,19
Yeray Álvarez,ESP,1152,0,0,,28
Yeremi Pino,ESP,475,0,0,,20
Yerry Mina,COL,1259,2,1,,28
Yerson Mosquera,COL,1229,2,2,,22
Ylber Ramadani,ALB,2970,1,1,,27
Yoane Wissa,COD,2493,12,12,,26
Yoann Salmier,GUF,1568,1,1,,30
Yoel Lago,ESP,90,0,0,,19
Yohann Magnin,FRA,1687,1,1,,26
Yoram Zague,FRA,373,1,1,,17
Yorbe Vertessen,BEL,593,3,3,,22
Youcef Atal,ALG,359,1,1,,27
Youri Tielemans,BEL,1622,2,2,,26
Youssef Chermiti,POR,208,0,0,,19
Youssef En-Nesyri,MAR,2570,16,15,,26
Youssef Maleh,MAR,2602,0,0,,24
Youssef Maziz,FRA,124,1,1,,25
Youssouf Fofana,FRA,2697,4,4,,24
Youssouf Ndayishimiye,BDI,1712,0,0,,24
Youssouf Sabaly,SEN,1046,0,0,,30
Youssoufa Moukoko,GER,625,5,5,,18
Yoël Armougom,FRA,234,0,0,,25
Yunis Abdelhamid,MAR,2781,4,3,,35
Yunus Musah,USA,1478,0,0,,20
Yuri Berchiche,ESP,1930,3,3,,33
Yussuf Poulsen,DEN,1217,5,5,,29
Yusuf Yazıcı,TUR,1312,5,5,,26
Yvandro Borges Sanches,LUX,18,0,0,,19
Yves Bissouma,MLI,2068,0,0,,26
Yvon Mvogo,SUI,3060,0,0,,29
Zack Nelson,ENG,7,0,0,,18
Zakaria Aboukhlal,MAR,754,3,2,,23
Zanos Savva,CYP,28,1,1,,17
Zeki Amdouni,SUI,1953,5,4,,22
Zeki Çelik,TUR,671,0,0,,26
Zito Luvumbo,ANG,1946,4,4,,21
Álex Berenguer,ESP,1592,7,6,,28
Álex Centelles,ESP,980,0,0,,25
Álex Fernández,ESP,1285,0,0,,30
Álex Grimaldo,ESP,2784,10,10,,27
Álex Jiménez,ESP,68,0,0,,18
Álex Moreno,ESP,1031,2,2,,30
Álex Remiro,ESP,3275,0,0,,28
Álex Suárez,ESP,2562,2,2,,30
Álvaro Carreras,ESP,475,0,0,,20
Álvaro García,ESP,2475,6,6,,30
Álvaro Lemos,ESP,251,0,0,,30
Álvaro Morata,ESP,1904,15,15,,30
Álvaro Negredo,ESP,54,0,0,,37
Álvaro Odriozola,ESP,393,0,0,,27
Álvaro Rodríguez,URU,1,0,0,,19
Álvaro Vallés,ESP,3263,0,0,,26
Ángel Correa,ARG,1528,9,9,,28
Ângelo,BRA,1094,0,0,,18
Çağlar Söyüncü,TUR,114,0,0,,27
Éder Militão,BRA,496,0,0,,25
Éderson,BRA,2869,6,6,,24
Édgar González,ESP,2522,2,2,,26
Érik Lamela,ARG,463,2,2,,31
Étienne Capoue,FRA,1455,1,1,,35
Óliver Torres,ESP,1616,0,0,,28
Óscar Melendo,ESP,1122,0,0,,25
Óscar Mingueza,ESP,2998,2,2,,24
Óscar Rodríguez Arnaiz,ESP,967,2,2,,25
Óscar Trejo,ARG,1380,0,0,,35
Óscar Valentín,ESP,2692,1,1,,28
Óscar de Marcos,ESP,2258,1,1,,34
Ørjan Nyland,NOR,2160,0,0,,32
Đorđe Petrović,SRB,1987,0,0,,23
İlkay Gündoğan,GER,2994,5,4,,32
Łukasz Fabiański,POL,721,0,0,,38
Łukasz Skorupski,POL,2880,0,0,,32
